FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106484062,CRESTWOOD - SOLANO - PHF,2018R1,04-01-2017,03/31/2018,Open,Solano,3,408,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,2201 TUOLUMNE STREET,VALLEJO,94589,LORI BLACKBURN,16,16,16,0,0,0,0,517,0,0,0,0,0,517,0,0,0,0,0,"4,622",0,0,0,0,0,"4,622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,63,886",0,0,0,0,0,"39,63,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,63,886",0,0,0,0,0,"39,63,886","10,67,099","46,49,371","7,65,640",0,0,0,0,0,"90,208","1,39,473",0,0,0,0,0,0,0,0,0,0,0,0,0
106390846,DAMERON HOSPITAL ASSOCIATION,2018R1,04-01-2017,03/31/2018,Open,San Joaquin,6,507,Non Profit Corp.,Comparable,,209-944-5550,525 WESTREET ACACIA STREET,STOCKTON,95203,LORRAINE AUERBACH,202,202,46,"1,276",653,299,942,0,0,83,477,6,50,"3,786",0,"5,187","2,746","1,363","3,911",0,0,235,"1,239",14,192,"14,887",0,"12,155","5,467","4,137","27,376",0,0,"5,176","6,557",60,"5,767","66,695","17,57,31,347","8,92,01,349","3,82,96,544","10,49,81,486",0,0,"1,06,56,389","5,50,47,249","4,35,303","92,18,699","48,35,68,366","11,21,19,233","5,84,07,533","2,48,66,703","16,05,09,833",0,0,"2,39,44,097","5,20,38,303","5,60,458","3,28,75,937","46,53,22,097","99,31,844","25,56,57,995","13,10,82,789","5,44,15,910","23,73,80,978",0,0,0,"2,95,27,648","7,94,23,894",0,"9,95,761",0,0,0,"3,18,54,165","83,02,70,984","1,30,55,303",0,0,0,"1,30,55,303","3,21,92,585","2,95,81,396","87,47,338","2,81,10,340",0,0,"50,72,838","1,77,29,814",0,"1,02,40,471","13,16,74,782","44,60,078","15,80,82,784","35,45,390","39,77,278",0,0,"1,19,17,522",0,"1,05,51,298","6,33,05,176",0,0,0,0,0,0,0,0,0,0,0,0,0
106190232,DEL AMO HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,931,Investor - Corp.,Comparable,,310-530-1151,23700 CAMINO DEL SOL,TORRANCE,90505,LISA MONTES,166,166,166,"1,323",255,"2,392",0,0,0,642,"1,901",56,148,"6,717",0,"11,015","2,140","14,227",0,0,0,"4,951","13,310",329,"1,238","47,210",0,"7,582",416,0,0,0,0,"2,020","3,899",4,66,"13,987","2,07,04,950","40,50,168","2,68,90,920",0,0,0,"93,55,500","2,51,85,475","6,22,569","24,09,710","8,92,19,292","37,30,017","2,04,753",0,0,0,0,"9,92,783","19,19,674","1,872","31,830","68,80,929","12,65,080","1,23,25,019","22,28,695","1,61,12,203",0,0,0,0,"46,23,027","1,50,69,407",0,"6,24,441",0,0,0,"11,44,934","5,33,92,806",0,0,0,0,0,"1,08,44,868","20,26,226","1,07,78,717",0,0,0,"57,25,256","1,09,90,376",0,"23,41,972","4,27,07,415","37,005","3,02,86,014","7,82,612","37,551",0,0,0,0,"1,44,288","20,71,774",0,0,0,0,0,0,0,0,0,0,0,0,0
106150706,DELANO REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Kern,9,617,Non Profit Corp.,Comparable,,661-725-4800,1401 GARCES HIGHWAY,DELANO,93215,BAHRAM GHAFFARI,156,156,156,665,137,472,"1,101",0,0,60,95,0,110,"2,640",33,"11,191","1,154","7,598","3,407",0,0,713,"2,296",0,376,"26,735","17,651","10,885","2,811","13,949","70,453",0,0,"7,724","6,973",0,"10,503","1,23,298","1,69,92,745","53,50,833","5,24,45,654","2,15,32,518",0,0,"26,30,302","74,37,124",0,"10,31,158","10,74,20,334","1,39,98,917","30,52,921","1,00,27,292","4,68,07,184",0,0,"80,79,848","62,22,944",0,"43,18,259","9,25,07,365","38,01,918","2,13,74,314","64,77,684","2,89,39,021","5,20,96,365","-29,12,038",0,0,"56,98,104","91,06,112",0,0,0,0,0,0,"12,45,81,480",0,0,0,0,0,"58,15,430","19,26,070","3,64,45,963","1,62,43,337",0,0,"50,12,046","45,53,956",0,"53,49,417","7,53,46,219","9,36,068","7,58,90,872",0,0,0,0,0,0,"62,46,689","4,54,30,742",0,0,0,0,0,0,0,0,0,0,0,0,0
106331164,DESERT REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Riverside,12,1105,Investor - Corp.,Comparable,,760-323-6511,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,MICHELE FINNEY,385,351,284,"3,667","4,675","2,086","4,453",0,0,466,"4,090",123,133,"19,693",0,"21,290","19,708","15,163","18,162",0,0,"2,884","14,161",580,550,"92,498",0,"31,078","20,287","14,708","54,285",1,0,"3,657","39,318",919,"3,919","1,68,172","54,65,11,605","56,11,50,053","36,46,24,668","50,14,77,207",0,0,"9,02,68,917","44,08,05,379","1,70,72,500","1,74,09,302","2,53,93,19,631","25,33,09,079","17,92,50,913","9,55,13,642","30,29,57,522","2,168",0,"3,62,13,812","25,78,92,066","79,00,600","2,26,37,016","1,15,56,76,818","90,25,731","71,20,84,555","64,67,28,435","39,76,75,867","71,14,81,316",0,"2,103",0,"11,20,68,077","50,56,16,218",0,"2,49,35,246",0,0,0,"3,19,85,732","3,15,16,03,280",0,0,0,0,0,"8,77,36,129","9,36,72,531","6,24,62,443","9,29,53,413",65,0,"1,35,25,765","18,93,11,055","37,854","36,93,914","54,33,93,169","18,74,519","48,35,80,192",0,"2,23,410",0,0,0,0,"72,17,968","9,00,56,482",0,0,0,0,0,0,0,0,0,0,"2,01,34,943","3,24,66,787","2,10,15,566"
106364144,DESERT VALLEY HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,San Bernardino,12,1211,Investor - Corp.,Comparable,,760-241-8000,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,FRED HUNTER,148,148,148,"2,895","2,369",660,"2,924",0,0,766,432,0,291,"10,337",0,"12,915","7,910","3,187","10,660",0,0,"2,959","1,152",0,453,"39,236",0,"13,338","8,434","4,135","21,110",0,0,"7,897","4,740",0,"10,756","70,410","18,76,63,485","12,64,64,810","3,98,74,143","14,18,12,476",0,0,"4,44,95,254","2,13,16,548",0,"73,10,144","56,89,36,860","5,42,01,156","4,03,70,492","1,44,07,829","8,34,01,350",0,0,"3,08,82,216","2,08,53,032",0,"1,32,92,023","25,74,08,098","1,93,65,611","19,95,47,944","14,87,24,231","3,77,57,913","16,10,09,891","-26,91,412",0,0,"5,71,90,933","2,50,18,223",0,"4,32,500",0,0,0,"3,65,963","64,67,21,797","81,66,093",0,0,0,"81,66,093","4,23,16,697","2,62,77,164","1,92,15,471","6,42,03,935",0,0,"1,81,86,537","1,71,51,357",0,"4,38,093","18,77,89,254","12,28,972","14,11,60,999",0,"-5,54,604",0,0,0,0,"14,46,800","7,68,77,618",0,98,342,754,"46,39,141","30,89,573","53,91,688",0,0,"23,37,026","1,58,71,280","84,39,995","3,18,34,102"
106392287,DOCTORS HOSPITAL OF MANTECA,2018R1,04-01-2017,03/31/2018,Open,San Joaquin,6,507,Investor - Corp.,Comparable,,209-823-3111,1205 EAST NORTH STREET,MANTECA,95336,BRANDON MAY,73,73,48,"1,417",427,242,"1,053",0,0,37,698,1,56,"3,931",0,"6,525","1,882",826,"2,817",0,0,135,"2,102",3,165,"14,455",0,"15,191","4,324","2,560","23,673",0,0,"1,662","18,942",19,"2,324","68,695","17,03,70,476","5,03,63,803","2,21,99,698","9,31,86,986",0,0,"38,95,671","6,46,47,026","92,168","50,62,508","40,98,18,336","12,12,82,479","4,68,60,917","1,73,79,937","16,47,08,706",0,0,"97,93,103","14,32,76,628","2,65,416","1,50,09,374","51,85,76,560","63,70,022","27,01,32,879","10,53,94,876","3,66,21,098","23,62,78,350",0,0,0,"1,12,51,480","15,11,50,805",0,"3,42,446",0,0,0,"1,59,80,875","83,35,22,831","1,45,30,691",0,0,0,"1,45,30,691","2,15,20,076","63,60,535","29,58,537","2,16,17,342",0,0,"21,55,171","5,31,24,604","15,138","16,51,353","10,94,02,756","7,24,390","9,81,64,228",0,"-1,33,327",0,0,0,0,"43,71,767","2,60,22,258",0,0,0,0,0,0,0,0,0,0,"41,61,768","17,42,306","91,00,110"
106500852,DOCTORS MEDICAL CENTER - MODESTO,2018R1,04-01-2017,03/31/2018,Open,Stanislaus,6,511,Investor - Corp.,Comparable,,209-578-1211,1441 FLORIDA AVENUE,MODESTO,95350,WARREN J. KIRK,461,461,386,"6,042","2,911","4,219","8,767",13,0,483,"3,677",83,152,"26,347",0,"34,025","12,681","27,541","35,895",53,0,"2,802","16,142",384,873,"1,30,396",0,"30,169","11,118","11,824","72,029",30,0,"2,584","25,096",363,"4,440","1,57,653","1,03,74,51,844","46,02,18,954","53,05,24,756","1,12,92,61,830","18,76,727",0,"7,08,62,132","54,58,62,466","1,40,43,476","2,50,29,422","3,81,51,31,607","26,13,98,576","22,23,14,381","8,43,46,886","60,39,36,204","2,27,856",0,"3,31,95,467","29,93,40,111","42,29,677","3,73,23,871","1,54,63,13,029","3,68,12,981","1,18,01,81,452","64,70,37,580","52,41,44,491","1,55,45,58,275","-82,73,009","18,45,633",0,"8,95,78,955","61,21,45,617",0,"1,78,77,320",0,0,0,"4,64,09,882","4,70,23,19,177","1,50,56,849",0,0,"1,32,81,295","2,83,38,144","11,86,68,968","5,05,52,604","9,90,00,160","17,86,39,759","2,58,948",0,"1,11,05,711","22,26,91,926","3,95,833","61,49,694","68,74,63,603","27,86,547","58,10,25,510",0,"65,159",0,0,0,0,"1,75,19,434","8,62,04,045",0,0,0,0,0,0,0,0,0,0,"3,58,49,715","4,90,87,707","5,21,36,940"
106440755,DOMINICAN HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Santa Cruz,8,703,Non Profit Other,Comparable,,831-462-7700,1555 SOQUEL DRIVE,SANTA CRUZ,95065,NANETTE MICKIEWICZ,223,222,166,"5,167",312,660,"2,022",0,0,305,"2,299",11,108,"10,884",0,"26,588","1,492","3,317","9,369",0,0,"1,206","8,702",44,969,"51,687",0,"75,340","1,440","5,894","34,016",0,0,"4,460","45,075",824,"7,954","1,75,003","66,16,01,806","4,22,76,545","9,20,49,272","21,12,71,993",0,0,"4,87,64,864","24,77,05,321","16,36,222","69,48,415","1,31,22,54,438","22,91,11,066","1,59,85,301","2,35,20,616","10,87,67,147",0,0,"2,83,21,444","15,25,39,082","26,99,904","1,25,74,755","57,35,19,315","1,31,86,530","76,42,51,784","5,00,66,467","7,58,29,361","27,86,27,338",0,0,0,"3,29,97,947","20,27,13,055",0,"65,85,624",0,0,0,"1,74,54,815","1,44,17,12,921",0,0,0,0,0,"12,16,06,402","78,95,280","3,90,96,296","4,11,29,966",0,0,"4,12,38,011","19,13,78,971",0,"17,15,906","44,40,60,832","71,58,643","40,82,87,123",0,"3,50,69,095",0,0,0,0,"1,16,09,493","5,88,16,366",0,0,0,0,0,0,0,0,0,0,0,0,0
106190243,DOWNEY REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,921,Non Profit Corp.,Comparable,,562-904-5000,11500 BROOKSHIRE AVENUE,DOWNEY,90241,RAMONA PRATT,199,181,89,"1,970","2,005",759,"1,338",0,0,41,"1,499",78,127,"7,817",0,"9,430","7,038","2,787","4,640",0,0,143,"4,710",198,284,"29,230",0,"12,312","11,613","6,311","25,190",0,0,"1,922","21,482",497,"3,764","83,091","13,88,69,295","14,59,06,348","5,68,39,161","8,03,01,683",0,0,"24,21,992","8,80,65,460","5,14,158","94,70,509","52,23,88,606","5,82,65,626","10,04,14,661","4,14,62,564","13,20,91,187",0,0,"58,49,967","10,82,55,525","6,23,550","2,11,21,462","46,80,84,542","32,19,146","17,36,46,581","21,90,85,792","8,11,51,083","18,95,58,578",0,0,0,"55,82,627","15,49,53,892",0,"30,11,352",0,0,0,"1,00,80,766","84,02,89,817",0,0,0,0,0,"2,34,88,340","2,72,35,215","1,71,50,641","2,28,34,291",0,0,"26,89,331","4,13,67,092",0,"1,54,18,421","15,01,83,331","25,94,349","16,05,02,298",0,0,0,0,0,0,"2,02,81,757","11,03,13,871",0,0,0,0,0,0,0,0,0,0,0,0,0
106196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,933,Non Profit Corp.,Comparable,Rural,562-933-5437,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,357,357,226,27,15,"4,246","6,016",0,0,200,"4,800",47,130,"15,481",0,164,46,"29,491","17,833",0,0,"1,109","22,868",115,762,"72,388",0,115,52,"31,772","38,732",0,0,"6,569","22,853",92,"1,225","1,01,410","27,35,863","5,24,770","39,52,10,016","19,38,91,178",0,0,"1,33,46,057","27,94,67,484","11,85,481","1,33,72,767","89,97,33,616","1,23,893","1,07,475","5,20,19,914","4,18,52,464",0,0,"42,73,667","4,95,50,558","1,65,897","35,10,402","15,16,04,270","76,94,990","23,47,409","4,26,974","30,50,26,174","19,27,34,553","-1,42,27,951",0,0,"1,26,46,822","16,52,31,610",0,"19,72,277",0,0,0,"90,02,200","68,28,55,058",0,"69,23,983",0,0,"69,23,983","5,06,820","2,04,148","15,63,15,653","4,94,75,788",0,0,"49,29,431","16,25,33,978","1,05,636","13,35,357","37,54,06,811","77,73,963","40,06,28,185",0,"64,12,707",0,0,0,0,"2,26,22,065","23,25,86,555",0,0,0,0,0,0,0,0,0,0,0,0,0
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,925,Investor - Corp.,Comparable,,323-268-5514,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,ARACELI LONERGAN,127,127,127,541,300,752,"1,332",0,0,57,49,5,36,"3,072",33,"2,914","1,508","3,501","6,788",0,0,171,170,39,74,"15,165","8,438",995,635,"3,595","7,445",0,0,456,560,"1,133","1,675","16,494","4,11,58,801","2,28,36,910","5,63,72,852","12,35,80,027",0,0,"26,35,850","27,08,746","5,49,584","11,75,710","25,10,18,480","58,61,097","47,12,369","1,46,18,102","3,00,28,347",0,0,"21,37,150","32,48,953","12,63,400","38,72,590","6,57,42,008","34,84,860","3,73,36,226","2,27,19,527","6,15,66,082","14,22,84,516","-50,07,833",0,0,"33,01,830","49,21,006",0,"18,12,983",0,0,0,"5,28,057","27,29,47,254",0,"72,47,063",0,0,"72,47,063","96,83,672","48,29,752","1,44,32,705","1,85,70,921",0,0,"14,71,170","10,36,693",0,"10,35,384","5,10,60,297","-2,97,568","5,17,87,572",0,-176,0,0,0,0,"12,53,191","1,06,34,282",0,0,0,0,0,0,0,0,0,0,0,0,0
106320859,EASTERN PLUMAS HEALTH CARE,2018R1,04-01-2017,03/31/2018,Open,Plumas,1,217,District,Comparable,Teaching,530-832-6500,500 1ST AVENUE,PORTOLA,96122,TOM HAYES,76,75,57,113,13,20,15,0,0,22,1,0,8,192,88,971,130,"15,826",42,0,0,323,2,0,"1,509","18,803","17,747","16,695","1,116","6,106","8,824",70,212,"8,863",93,51,"2,604","44,634","36,85,984","4,51,597","55,43,819","1,92,518",0,0,"3,85,811","94,866",0,"5,47,642","1,09,02,237","1,27,96,359","8,90,020","18,78,897","56,58,259","2,634","13,348","48,33,219","1,88,709","43,665","7,05,657","2,70,10,767","7,78,128","82,27,996","6,19,311","18,01,284","41,65,586","-32,27,339",120,"2,545","12,02,548","24,588",0,"66,908",0,0,0,"2,90,877","1,39,52,552",0,0,0,0,0,"82,54,346","7,22,305","88,48,769","16,85,191","4,556","8,761","40,16,482","2,58,987",0,"1,61,055","2,39,60,452","20,08,420","2,50,17,183","29,84,372","8,65,348",0,0,0,0,"36,04,200","96,02,266",0,0,0,0,0,0,0,0,0,0,0,0,0
106014233,EDEN MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Alameda,5,421,Non Profit Corp.,Comparable,,415-600-6000,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,TERRY GLUBKA,130,130,118,"3,395",934,835,"1,526",0,0,201,"1,963",141,36,"9,031",0,"15,108","3,986","3,886","6,020",0,0,890,"6,152",432,124,"36,598",0,"9,546","2,518","3,346","19,029",0,0,862,"10,810","2,116","1,106","49,333","30,46,70,480","9,03,08,700","7,74,46,212","12,49,84,429",0,0,"2,14,29,213","15,49,02,600","88,22,237","27,29,360","78,52,93,231","12,00,72,533","3,67,79,538","2,12,84,893","9,90,36,617",0,0,"1,04,91,202","11,40,31,194","1,43,13,965","75,33,940","42,35,43,882","23,94,875","35,55,21,199","10,86,04,588","4,39,50,273","17,77,20,650",0,0,0,"2,26,94,620","11,38,94,331",0,"2,31,36,202",0,0,0,"17,22,921","84,96,39,659",0,0,0,0,0,"6,92,21,814","1,84,83,650","5,47,80,832","4,63,00,396",0,0,"92,25,795","15,46,71,086",0,"65,13,881","35,91,97,454","87,15,705","34,35,32,301",0,"13,29,135",0,0,0,0,"25,78,852","29,05,48,114",0,0,0,0,0,0,0,0,0,0,0,0,0
106331168,EISENHOWER MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Riverside,12,1105,Non Profit Corp.,Comparable,,760-340-3911,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,G. AUBREY SERFLING,463,410,248,"9,468","4,196",677,"2,425",0,0,526,"2,937",14,142,"20,385",0,"39,986","14,575","2,971","9,150",0,0,"1,766","10,015",56,452,"78,971",0,"4,04,620","36,138","7,043","54,706",0,0,"53,561","2,12,127","2,683","21,289","7,92,167","98,09,22,646","39,17,28,669","6,45,91,914","21,60,31,655",0,0,"5,18,46,998","27,28,09,577","12,24,729","1,29,31,361","1,99,20,87,549","84,20,24,168","14,99,55,684","2,64,84,237","17,59,89,291",0,0,"5,38,53,449","36,72,42,710","13,28,127","2,42,94,694","1,64,11,72,360","1,86,82,532","1,52,29,15,877","45,30,84,000","8,47,54,945","35,26,37,783",0,0,0,"8,50,88,817","40,35,15,265",0,"25,52,856",0,0,0,"2,43,56,261","2,94,75,88,336",0,0,0,0,0,"29,95,27,985","8,85,98,093","62,94,640","3,93,50,193",0,0,"1,32,70,875","23,45,34,035",0,"40,95,752","68,56,71,573","1,16,32,293","75,31,77,252",0,"2,04,44,696",0,0,0,0,"7,15,07,463","57,60,52,457",0,0,0,0,0,0,0,0,0,0,0,0,0
106430763,EL CAMINO HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Santa Clara,7,429,District,Comparable,,650-940-7000,2500 GRANT ROAD,MOUNTAIN VIEW,94040,DAN WOODS,443,443,365,"6,749","1,580",674,"1,258",0,0,466,"12,986",66,427,"24,206",0,"34,062","7,879","2,588","5,516",0,0,"2,147","45,116",260,"1,643","99,211",0,"55,042","7,538","3,887","13,665",0,0,"4,632","79,978","1,914","3,844","1,70,500","78,56,57,778","17,58,71,557","4,99,23,248","9,45,31,416",0,0,"4,50,23,759","70,15,09,732","54,70,477","1,32,89,496","1,87,12,77,463","49,84,01,181","9,14,82,036","2,58,29,624","8,35,78,449",0,0,"2,61,09,532","64,38,12,319","1,07,57,443","1,57,38,154","1,39,57,08,738","2,77,41,385","1,08,07,21,505","22,38,13,031","6,00,66,128","15,99,26,460",0,0,0,"3,67,95,782","75,04,03,026",0,"1,58,70,167",0,0,0,"1,92,41,285","2,37,45,78,769",0,0,0,0,0,"20,23,88,990","4,32,76,408","1,51,48,912","1,80,97,693",0,0,"1,89,08,013","58,59,94,999","6,66,463","79,25,954","89,24,07,432","2,93,40,332","77,85,37,863",0,"6,17,95,849",0,0,0,0,"9,98,53,143","61,34,77,734",0,0,0,0,0,0,0,0,0,0,0,0,0
106130699,EL CENTRO REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Imperial,14,1424,City/County,Comparable,,760-339-7100,1415 ROSS AVENUE,EL CENTRO,92243,ADOLPHE EDWARD,161,161,161,"1,989",208,485,"1,446",0,0,176,492,0,295,"5,091",0,"9,735","1,066","1,248","4,941",0,0,566,"1,361",0,746,"19,663",0,"67,319","5,165","10,174","1,21,156",0,0,"12,111","21,845",232,"3,156","2,41,158","10,58,70,380","1,20,64,155","2,16,05,327","5,12,66,900",0,0,"66,36,438","1,57,88,008",0,"53,87,669","21,86,18,877","18,85,82,501","1,67,98,219","2,18,04,378","18,16,53,176",0,0,"2,62,74,772","5,94,96,695","3,15,573","99,93,226","50,49,18,540","91,39,024","24,19,19,172","2,04,32,213","2,59,28,589","20,62,46,435","-19,83,696",0,0,"2,31,13,075","4,96,99,800",0,"1,15,77,790",0,0,0,0,"58,60,72,402",0,0,0,0,0,"4,80,50,674","79,10,558","1,80,92,591","2,46,57,326",0,0,"88,84,353","2,35,65,802","2,88,578","60,15,133","13,74,65,015","40,60,386","15,07,25,328","33,47,701","39,09,909",0,0,0,0,"1,25,27,535","8,52,03,338",0,0,0,0,0,0,0,0,0,0,0,0,0
106094002,EL DORADO COUNTY MENTAL HEALTH - PHF,2018R1,04-01-2017,03/31/2018,Open,El Dorado,2,304,City/County,Psychiatric Health Facilities,,530-621-6213,935-B SPRING STREET,PLACERVILLE,95667,ANNE BAKAR,16,16,16,0,0,0,0,35,0,347,0,0,0,382,0,0,0,0,0,369,0,"3,264",0,0,0,"3,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,08,115",0,"27,25,440",0,0,0,"30,33,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,08,115",0,"27,25,440",0,0,0,"30,33,555",0,"37,83,660",0,0,0,0,0,0,"2,352","3,541",0,0,0,0,0,0,0,0,0,0,0,0,0
106500867,EMANUEL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Stanislaus,6,516,Non Profit Corp.,Comparable,,209-667-4200,825 DELBON AVENUE,TURLOCK,95382,LANI DICKINSON,209,209,113,"3,229",760,818,"2,782",0,0,131,"1,326",38,60,"9,144",0,"14,420","3,401","2,976","9,256",0,0,490,"3,780",88,185,"34,596",0,"26,305","7,159","8,732","55,722",0,0,"2,090","27,436",932,"3,159","1,31,535","35,25,33,591","8,44,18,136","6,78,83,795","22,15,48,427",0,0,"1,32,56,873","10,37,26,468","24,90,454","37,76,055","84,96,33,799","26,48,62,149","8,35,21,346","6,47,11,448","39,90,64,356",0,0,"2,32,97,830","22,79,06,046","55,85,257","2,02,27,287","1,08,91,75,719","1,34,78,181","56,56,57,229","15,45,87,435","11,10,04,965","56,73,80,581","-4,98,523",0,0,"2,87,43,443","21,41,06,015",0,"80,31,165",0,0,0,"2,01,85,491","1,68,26,75,982",0,0,0,0,0,"5,17,38,511","1,33,52,047","2,20,88,801","5,32,32,202",0,0,"65,71,264","10,77,19,773","44,546","13,86,392","25,61,33,536","51,89,185","20,91,21,879",0,"10,33,228",0,0,0,0,"38,72,795","6,88,69,946",0,0,0,0,0,0,0,0,0,0,"1,21,16,020","1,42,41,573","2,15,83,142"
106190280,ENCINO HOSPITAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,905,Investor - Corp.,Comparable,,818-501-0434,16237 VENTURA BOULEVARD,ENCINO,91436,BOCKHI PARK,148,148,148,"1,747",360,125,364,0,0,"1,499",0,0,112,"4,207",0,"12,129","2,532","1,664","6,265",0,0,"8,109",0,0,464,"31,163",0,"1,401",682,690,"3,495",0,0,"2,870",0,0,"1,203","10,341","9,30,14,974","1,90,11,499","1,28,26,117","4,98,08,154",0,0,"5,31,54,765",0,0,"39,99,943","23,18,15,452","92,03,495","45,80,189","30,90,340","1,23,95,674",0,0,"1,29,47,527",0,0,"41,22,959","4,63,40,184","76,33,585","8,62,10,051","1,74,78,946","75,40,864","4,65,91,967",0,0,0,"5,09,86,500",0,0,"2,05,337",0,0,0,"37,98,046","22,04,45,296",0,0,0,0,0,"1,47,01,050","60,99,289","83,75,592","1,56,11,645",0,0,"1,19,11,896",0,0,"10,10,868","5,77,10,340","72,25,046","5,78,71,682",0,0,0,0,0,0,"9,05,900","2,19,95,985",0,0,0,0,0,0,0,0,0,0,0,0,0
